margCNRY,n,landing,coverage
BDG,4,14902,0.75
BRG,6,33886,0.333333333333333
MNT,95,692,1
MRO,77,72636,0.974025974025974
OSF,63,90502,0.952380952380952
HKL,1,0,1
NET,8,692,1
TWL,236,211926,0.957627118644068
1978,57,19046,0.982456140350877
1980,61,83956,0.918032786885246
1981,42,63839,0.952380952380952
1982,50,30002,0.98
1983,18,670,1
1984,6,14902,0.833333333333333
1985,11,203,1
Q1,55,28268,0.945454545454545
Q2,86,96091,0.930232558139535
Q3,59,76528,1
Q4,45,11731,0.977777777777778
