margDBRK,n,landing,coverage
BDG,52,0,0.5
BRG,51,0,0.627450980392157
CRS,22,0,0.590909090909091
ERK,165,0,0.806060606060606
MNT,21,0,0.666666666666667
MRO,6,0,1
OSF,29,0,0.620689655172414
NET,9,0,1
TWL,337,0,0.691394658753709
1981,37,0,0.945945945945946
1982,92,0,0.75
1983,73,0,0.863013698630137
1984,69,0,0.405797101449275
1985,75,0,0.626666666666667
Q1,108,0,0.564814814814815
Q2,79,0,0.79746835443038
Q3,90,0,0.666666666666667
Q4,69,0,0.840579710144927
