margDBRK,n,landing,coverage
BDG,52,0,1
BRG,51,0,1
CRS,22,0,1
ERK,165,0,0.987878787878788
MNT,21,0,1
MRO,6,0,1
OSF,29,0,1
NET,9,0,1
TWL,337,0,0.99406528189911
1981,37,0,1
1982,92,0,0.989130434782609
1983,73,0,1
1984,69,0,1
1985,75,0,0.986666666666667
Q1,108,0,1
Q2,79,0,0.987341772151899
Q3,90,0,0.988888888888889
Q4,69,0,1
