margWDOW,n,landing,coverage
BDG,52,6097718,0
BRG,51,868392,0
CRS,22,3991951,0
ERK,165,4426696,0
MNT,21,466222,0.0476190476190476
MRO,6,154639,0.166666666666667
OSF,29,1640842,0
NET,9,788017,0
TWL,337,16858443,0.00593471810089021
1981,37,331497,0
1982,92,5653794,0.0108695652173913
1983,73,6074447,0.0136986301369863
1984,69,2585747,0
1985,75,3000975,0
Q1,108,4621975,0
Q2,79,4411844,0
Q3,90,6987353,0
Q4,69,1625288,0.0289855072463768
