margEGLS,n,landing,coverage
BDG,1,0,1
BRG,6,0,0.5
MNT,92,185,0.369565217391304
MRO,66,0,0.348484848484849
OSF,63,2368,0.476190476190476
HKL,1,0,0
NET,8,0,0.875
TWL,219,2553,0.383561643835616
1978,57,185,0.56140350877193
1980,61,0,0.540983606557377
1981,42,0,0.19047619047619
1982,50,2368,0.18
1983,18,0,0.5
Q1,45,0,0.511111111111111
Q2,79,2368,0.215189873417722
Q3,59,0,0.610169491525424
Q4,45,185,0.333333333333333
