margEGLS,n,landing,coverage
BDG,1,0,1
BRG,6,0,1
MNT,92,185,0.989130434782609
MRO,66,0,1
OSF,63,2368,0.984126984126984
HKL,1,0,1
NET,8,0,1
TWL,219,2553,0.990867579908676
1978,57,185,0.982456140350877
1980,61,0,1
1981,42,0,1
1982,50,2368,0.98
1983,18,0,1
Q1,45,0,1
Q2,79,2368,0.987341772151899
Q3,59,0,1
Q4,45,185,0.977777777777778
