margSLGR,n,landing,coverage
BDG,56,3730,0.964285714285714
BRG,457,0,1
CRS,82,0,1
ERK,594,10545,0.994949494949495
MNT,344,0,1
MRO,266,0,1
OSF,104,9701,0.980769230769231
HKL,138,0,1
NET,47,0,1
TWL,1718,23976,0.99592549476135
1978,124,0,1
1979,102,1894,0.990196078431373
1980,271,0,1
1981,237,0,1
1982,249,0,1
1983,312,0,1
1984,277,9082,0.989169675090253
1985,331,13000,0.990936555891239
Q1,339,5914,0.994100294985251
Q2,531,14483,0.994350282485876
Q3,645,3579,0.996899224806202
Q4,388,0,1
