"marginalCLPR","n","landing","coverage"
"BRG",6,317971,0.833333333333333
"MNT",88,2036206,0.818181818181818
"MRO",64,1562999,0.796875
"OSF",52,2265596,0.865384615384615
"HKL",1,0,1
"NET",8,0,1
"TWL",201,6182772,0.81592039800995
"1978",57,856923,0.894736842105263
"1980",61,2760555,0.786885245901639
"1981",42,1498391,0.761904761904762
"1982",50,1066903,0.84
"Q1",43,1297371,0.86046511627907
"Q2",73,1890665,0.808219178082192
"Q3",54,1617800,0.814814814814815
"Q4",40,1376936,0.825
