margTIGR,n,landing,coverage
BRG,6,0,0.5
MNT,88,0,0.272727272727273
MRO,64,0,0.390625
OSF,52,4022,0.346153846153846
HKL,1,0,0
NET,8,0,0.125
TWL,201,4022,0.343283582089552
1978,57,0,0.456140350877193
1980,61,0,0.262295081967213
1981,42,4022,0.428571428571429
1982,50,0,0.2
Q1,43,0,0.372093023255814
Q2,73,0,0.328767123287671
Q3,54,0,0.425925925925926
Q4,40,4022,0.175
