margEGLS,n,landing,coverage
BDG,4,0,0.75
BRG,6,0,0.5
MNT,95,185,0.484210526315789
MRO,66,0,0.712121212121212
OSF,63,2368,0.396825396825397
HKL,1,0,0
NET,8,0,0.125
TWL,225,2553,0.546666666666667
1978,57,185,0.754385964912281
1980,61,0,0.508196721311475
1981,42,0,0.5
1982,50,2368,0.3
1983,18,0,0.611111111111111
1984,6,0,0.5
Q1,51,0,0.666666666666667
Q2,79,2368,0.379746835443038
Q3,59,0,0.610169491525424
Q4,45,185,0.533333333333333
