margDBRK,n,landing,coverage
BDG,27,0,0
BRG,12,0,1
CRS,3,0,1
ERK,55,0,0.509090909090909
MNT,11,0,1
MRO,1,0,1
OSF,20,0,0.2
TWL,129,0,0.457364341085271
1981,37,0,0.432432432432432
1982,92,0,0.467391304347826
Q1,33,0,0.363636363636364
Q2,13,0,1
Q3,37,0,0.297297297297297
Q4,46,0,0.5
