margSLGR,n,landing,coverage
BDG,52,0,1
BRG,51,0,1
CRS,22,0,1
ERK,165,487,0.993939393939394
MNT,21,0,1
MRO,6,0,1
OSF,29,0,1
NET,9,0,1
TWL,337,487,0.997032640949555
1981,37,0,1
1982,92,0,1
1983,73,0,1
1984,69,0,1
1985,75,487,0.986666666666667
Q1,108,487,0.990740740740741
Q2,79,0,1
Q3,90,0,1
Q4,69,0,1
