margBLCK,n,landing,coverage
BDG,33,0,0.0606060606060606
BRG,26,0,0.538461538461538
CRS,7,0,0.571428571428571
ERK,99,0,0.767676767676768
MNT,12,0,1
MRO,3,0,1
OSF,22,0,0.227272727272727
TWL,202,0,0.574257425742574
1981,37,0,0.486486486486487
1982,92,0,0.423913043478261
1983,73,0,0.808219178082192
Q1,51,0,0.686274509803922
Q2,35,0,0.914285714285714
Q3,59,0,0.406779661016949
Q4,57,0,0.43859649122807
