margPOP,n,landing,coverage
BDG,42,0,0.952380952380952
BRG,38,0,0.868421052631579
CRS,17,0,0.588235294117647
ERK,133,0,0.864661654135338
MNT,13,0,0.846153846153846
MRO,6,0,1
OSF,22,0,0.5
TWL,271,0,0.833948339483395
1981,37,0,1
1982,92,0,0.804347826086957
1983,73,0,0.917808219178082
1984,69,0,0.695652173913043
Q1,73,0,0.835616438356164
Q2,59,0,0.559322033898305
Q3,78,0,0.987179487179487
Q4,61,0,0.901639344262295
