margDBRK,n,landing,coverage
BDG,4,745,0.75
BRG,6,0,1
MNT,95,14813,0.957894736842105
MRO,66,4628,0.954545454545455
OSF,63,24474,0.952380952380952
HKL,1,0,1
NET,8,0,1
TWL,225,44660,0.951111111111111
1978,57,5723,0.982456140350877
1980,61,24474,0.950819672131147
1981,42,6991,0.976190476190476
1982,50,0,0.96
1983,18,4628,0.944444444444444
1984,6,2844,0.5
Q1,51,2844,0.941176470588235
Q2,79,0,1
Q3,59,5723,0.949152542372881
Q4,45,36093,0.888888888888889
