margBLCK,n,landing,coverage
BDG,42,0,0.595238095238095
BRG,38,0,0.473684210526316
CRS,17,0,0.176470588235294
ERK,133,0,0.428571428571429
MNT,13,0,0.0769230769230769
MRO,6,0,1
OSF,22,0,0.363636363636364
TWL,271,0,0.435424354243542
1981,37,0,0.864864864864865
1982,92,0,0.380434782608696
1983,73,0,0.246575342465753
1984,69,0,0.478260869565217
Q1,73,0,0.164383561643836
Q2,59,0,0.576271186440678
Q3,78,0,0.423076923076923
Q4,61,0,0.639344262295082
