margBRWN,n,landing,coverage
BDG,4,0,0
BRG,6,0,0.166666666666667
MNT,95,0,0.305263157894737
MRO,66,3617,0.227272727272727
OSF,63,0,0.158730158730159
HKL,1,0,0
NET,8,0,0.875
TWL,225,3617,0.213333333333333
1978,57,0,0.298245614035088
1980,61,0,0.262295081967213
1981,42,0,0.357142857142857
1982,50,3617,0.1
1983,18,0,0.111111111111111
1984,6,0,0
Q1,51,3617,0.235294117647059
Q2,79,0,0.417721518987342
Q3,59,0,0.11864406779661
Q4,45,0,0.0666666666666667
