"marginalWDOW","n","landing","coverage"
"BDG",27,3072163,0.0740740740740741
"BRG",12,118085,0.0833333333333333
"CRS",3,669695,0.333333333333333
"ERK",55,896928,0.181818181818182
"MNT",11,118907,0.181818181818182
"MRO",1,95985,1
"OSF",20,1013528,0.05
"TWL",129,5985291,0.13953488372093
"1981",37,331497,0.0540540540540541
"1982",92,5653794,0.173913043478261
"Q1",33,399560,0.0909090909090909
"Q2",13,59393,0.230769230769231
"Q3",37,4195026,0.27027027027027
"Q4",46,1331312,0.0434782608695652
