margEGLS,n,landing,coverage
BRG,6,0,0.5
MNT,88,185,0.329545454545455
MRO,64,0,0.484375
OSF,52,2368,0.557692307692308
HKL,1,0,0
NET,8,0,0
TWL,201,2553,0.45771144278607
1978,57,185,0.403508771929825
1980,61,0,0.540983606557377
1981,42,0,0.5
1982,50,2368,0.3
Q1,43,0,0.372093023255814
Q2,73,2368,0.232876712328767
Q3,54,0,0.555555555555556
Q4,40,185,0.725
