species,mad
YTRK,0.00112606374449398
CLPR,0.00117816076897346
BCAC,0.0013334838740291
CNRY,0.00168905094084053
POP,0.00191234673879549
DBRK,0.00211376404752898
WDOW,0.00248344823871947
