margSPKL,n,landing,coverage
BDG,42,0,0.404761904761905
BRG,38,0,0.789473684210526
CRS,17,0,0.882352941176471
ERK,133,0,0.766917293233083
MNT,13,0,0.230769230769231
MRO,6,13438,0.833333333333333
OSF,22,0,0.909090909090909
TWL,271,13438,0.708487084870849
1981,37,0,0.405405405405405
1982,92,13438,0.826086956521739
1983,73,0,0.452054794520548
1984,69,0,0.985507246376812
Q1,73,0,0.602739726027397
Q2,59,0,0.644067796610169
Q3,78,13438,0.948717948717949
Q4,61,0,0.590163934426229
