"marginalEGLS","n","landing","coverage"
"BRG",6,0,0.833333333333333
"MNT",88,185,0.488636363636364
"MRO",64,0,0.390625
"OSF",52,2368,0.557692307692308
"HKL",1,0,1
"NET",8,0,0.125
"TWL",201,2553,0.497512437810945
"1978",57,185,0.649122807017544
"1980",61,0,0.688524590163934
"1981",42,0,0.0952380952380952
"1982",50,2368,0.38
"Q1",43,0,0.232558139534884
"Q2",73,2368,0.602739726027397
"Q3",54,0,0.666666666666667
"Q4",40,185,0.3
