margDBRK,n,landing,coverage
BRG,6,0,0.5
MNT,88,12714,0.522727272727273
MRO,64,0,0.34375
OSF,52,24474,0.403846153846154
HKL,1,0,1
NET,8,0,0.875
TWL,201,37188,0.417910447761194
1978,57,5723,0.43859649122807
1980,61,24474,0.491803278688525
1981,42,6991,0.261904761904762
1982,50,0,0.52
Q1,43,0,0.558139534883721
Q2,73,0,0.589041095890411
Q3,54,5723,0.259259259259259
Q4,40,31465,0.275
