margYTRK,n,landing,coverage
BDG,4,0,1
BRG,6,0,1
MNT,95,184639,0.936842105263158
MRO,66,31279,0.96969696969697
OSF,63,44748,0.968253968253968
HKL,1,0,1
NET,8,157399,0.375
TWL,225,103267,0.977777777777778
1978,57,45369,0.912280701754386
1980,61,20104,1
1981,42,55925,0.928571428571429
1982,50,138441,0.96
1983,18,827,1
1984,6,0,1
Q1,51,189155,0.941176470588235
Q2,79,33232,0.936708860759494
Q3,59,34690,0.966101694915254
Q4,45,3589,1
