margREX,n,landing,coverage
BDG,4,0,0
BRG,6,0,0.333333333333333
MNT,95,311,0.263157894736842
MRO,77,0,0.194805194805195
OSF,63,0,0.571428571428571
HKL,1,0,0
NET,8,0,0.25
TWL,236,311,0.322033898305085
1978,57,311,0.192982456140351
1980,61,0,0.491803278688525
1981,42,0,0.238095238095238
1982,50,0,0.16
1983,18,0,0.666666666666667
1984,6,0,0
1985,11,0,0.636363636363636
Q1,55,311,0.4
Q2,86,0,0.244186046511628
Q3,59,0,0.288135593220339
Q4,45,0,0.4
