margREX,n,landing,coverage
BDG,4,0,0.75
BRG,6,0,1
MNT,95,311,0.989473684210526
MRO,77,0,1
OSF,63,0,1
HKL,1,0,1
NET,8,0,1
TWL,236,311,0.991525423728814
1978,57,311,0.982456140350877
1980,61,0,1
1981,42,0,1
1982,50,0,1
1983,18,0,0.944444444444444
1984,6,0,1
1985,11,0,1
Q1,55,311,0.981818181818182
Q2,86,0,1
Q3,59,0,1
Q4,45,0,0.977777777777778
