species,mad
GSRK,8.03903104841525e-06
GSPT,8.30503520628398e-06
YMTH,8.39863907863497e-06
QLBK,8.47675119365145e-06
REDS,8.51096846156371e-06
RSTN,8.64354457983192e-06
SBLY,8.67531999434896e-06
REYE,8.67811973314372e-06
GRAS,8.68002779023284e-06
MXRF,8.68045299913302e-06
BRNZ,8.68055555555556e-06
ROSY,8.68055555555556e-06
SHRP,8.68055555555556e-06
SWSP,8.68055555555556e-06
SLGR,8.68199431192405e-06
FLAG,8.69122295969893e-06
STAR,8.71013501734194e-06
ARRA,8.71741679832564e-06
BLGL,9.1841051571183e-06
COPP,9.24483305126209e-06
BRWN,9.29339862678442e-06
GBLC,9.44950231546372e-06
RDBD,9.53648775678464e-06
STRK,9.63918880132616e-06
POP,9.68039369304941e-06
TIGR,1.01138950407905e-05
OLVE,1.03270670412638e-05
SNOS,1.03627827624891e-05
BLUR,1.09923601453276e-05
CWCD,1.16958470303126e-05
BANK,1.2116886927396e-05
BLCK,1.22333092132875e-05
YEYE,1.28330837018035e-05
VRML,1.31896957414635e-05
SPKL,1.35573755544971e-05
DBRK,1.48700132297202e-05
WDOW,1.94961069941786e-05
CNRY,2.32154709537499e-05
CLPR,2.81545967990745e-05
YTRK,3.23698317932641e-05
BCAC,5.18009579266361e-05
