species,year,n,landing,coverage
ARRA,1978,124,5863246,0.991935483870968
ARRA,1979,102,8086821,0.754901960784314
ARRA,1980,271,18891334,0.977859778597786
ARRA,1981,237,16465988,0.869198312236287
ARRA,1982,249,11122887,0.823293172690763
BANK,1978,124,5863246,0.338709677419355
BANK,1979,102,8086821,0.598039215686274
BANK,1980,271,18891334,0.848708487084871
BANK,1981,237,16465988,0.481012658227848
BANK,1982,249,11122887,0.253012048192771
BCAC,1978,124,5863246,0.282258064516129
BCAC,1979,102,8086821,0.343137254901961
BCAC,1980,271,18891334,0.361623616236162
BCAC,1981,237,16465988,0.40506329113924
BCAC,1982,249,11122887,0.333333333333333
BLCK,1978,124,5863246,0.467741935483871
BLCK,1979,102,8086821,0.343137254901961
BLCK,1980,271,18891334,0.571955719557196
BLCK,1981,237,16465988,0.080168776371308
BLCK,1982,249,11122887,0.236947791164659
BLGL,1978,124,5863246,0.395161290322581
BLGL,1979,102,8086821,0.441176470588235
BLGL,1980,271,18891334,0.132841328413284
BLGL,1981,237,16465988,0.493670886075949
BLGL,1982,249,11122887,0.345381526104418
BLUR,1978,124,5863246,0.830645161290323
BLUR,1979,102,8086821,0.774509803921569
BLUR,1980,271,18891334,0.590405904059041
BLUR,1981,237,16465988,0.894514767932489
BLUR,1982,249,11122887,0.686746987951807
BRNZ,1978,124,5863246,0.790322580645161
BRNZ,1979,102,8086821,0.980392156862745
BRNZ,1980,271,18891334,0.660516605166052
BRNZ,1981,237,16465988,0.864978902953586
BRNZ,1982,249,11122887,0.78714859437751
BRWN,1978,124,5863246,0.951612903225806
BRWN,1979,102,8086821,0.813725490196078
BRWN,1980,271,18891334,0.608856088560886
BRWN,1981,237,16465988,0.810126582278481
BRWN,1982,249,11122887,0.963855421686747
CBZN,1978,124,5863246,0.967741935483871
CBZN,1979,102,8086821,0.892156862745098
CBZN,1980,271,18891334,0.848708487084871
CBZN,1981,237,16465988,0.839662447257384
CBZN,1982,249,11122887,0.775100401606426
CLPR,1978,124,5863246,0.32258064516129
CLPR,1979,102,8086821,0.303921568627451
CLPR,1980,271,18891334,0.457564575645756
CLPR,1981,237,16465988,0.586497890295359
CLPR,1982,249,11122887,0.502008032128514
CNRY,1978,124,5863246,0.5
CNRY,1979,102,8086821,0.676470588235294
CNRY,1980,271,18891334,0.634686346863469
CNRY,1981,237,16465988,0.679324894514768
CNRY,1982,249,11122887,0.670682730923695
COPP,1978,124,5863246,0.766129032258065
COPP,1979,102,8086821,0.715686274509804
COPP,1980,271,18891334,0.549815498154982
COPP,1981,237,16465988,0.79746835443038
COPP,1982,249,11122887,0.799196787148594
CWCD,1978,124,5863246,0.645161290322581
CWCD,1979,102,8086821,0.441176470588235
CWCD,1980,271,18891334,0.590405904059041
CWCD,1981,237,16465988,0.586497890295359
CWCD,1982,249,11122887,0.465863453815261
DBRK,1978,124,5863246,0.830645161290323
DBRK,1979,102,8086821,0.637254901960784
DBRK,1980,271,18891334,0.88929889298893
DBRK,1981,237,16465988,0.856540084388186
DBRK,1982,249,11122887,0.698795180722892
EGLS,1978,124,5863246,0.967741935483871
EGLS,1979,102,8086821,0.813725490196078
EGLS,1980,271,18891334,0.59409594095941
EGLS,1981,237,16465988,0.89873417721519
EGLS,1982,249,11122887,0.646586345381526
FLAG,1978,124,5863246,0.758064516129032
FLAG,1979,102,8086821,0.813725490196078
FLAG,1980,271,18891334,0.586715867158672
FLAG,1981,237,16465988,0.810126582278481
FLAG,1982,249,11122887,0.807228915662651
GBLC,1978,124,5863246,0.959677419354839
GBLC,1979,102,8086821,0.813725490196078
GBLC,1980,271,18891334,0.752767527675277
GBLC,1981,237,16465988,0.936708860759494
GBLC,1982,249,11122887,0.586345381526104
GRAS,1978,124,5863246,0.959677419354839
GRAS,1979,102,8086821,0.833333333333333
GRAS,1980,271,18891334,0.619926199261993
GRAS,1981,237,16465988,0.915611814345992
GRAS,1982,249,11122887,0.891566265060241
GSPT,1978,124,5863246,0.741935483870968
GSPT,1979,102,8086821,0.794117647058823
GSPT,1980,271,18891334,0.671586715867159
GSPT,1981,237,16465988,0.852320675105485
