margBRNZ,n,landing,coverage
BDG,9,0,1
BRG,326,0,0.849693251533742
CRS,50,0,1
ERK,323,0,0.904024767801858
MNT,108,0,0.972222222222222
MRO,138,766,0.992753623188406
OSF,29,0,0.931034482758621
HKL,110,766,0.990909090909091
NET,6,0,1
TWL,867,0,0.901960784313726
1978,124,0,0.838709677419355
1979,102,766,0.92156862745098
1980,271,0,0.874538745387454
1981,237,0,0.89873417721519
1982,249,0,1
Q1,162,0,0.839506172839506
Q2,289,0,0.885813148788927
Q3,340,766,0.920588235294118
Q4,192,0,1
