margSTRK,n,landing,coverage
BDG,42,2314,0.976190476190476
BRG,38,0,1
CRS,17,0,1
ERK,133,15,0.992481203007519
MNT,13,0,1
MRO,6,0,1
OSF,22,0,1
TWL,271,2329,0.992619926199262
1981,37,0,1
1982,92,0,1
1983,73,0,1
1984,69,2329,0.971014492753623
Q1,73,2314,0.986301369863014
Q2,59,0,1
Q3,78,0,1
Q4,61,15,0.983606557377049
