margSTRK,n,landing,coverage
BDG,42,2314,0.761904761904762
BRG,38,0,0.973684210526316
CRS,17,0,0.705882352941177
ERK,133,15,0.864661654135338
MNT,13,0,0.384615384615385
MRO,6,0,1
OSF,22,0,0.272727272727273
TWL,271,2329,0.785977859778598
1981,37,0,0.918918918918919
1982,92,0,0.739130434782609
1983,73,0,0.616438356164384
1984,69,2329,0.956521739130435
Q1,73,2314,0.657534246575342
Q2,59,0,0.915254237288136
Q3,78,0,0.769230769230769
Q4,61,15,0.836065573770492
