margFLAG,n,landing,coverage
BDG,4,0,0.75
BRG,6,0,1
MNT,95,4,0.631578947368421
MRO,66,0,0.363636363636364
OSF,63,20292,0.476190476190476
HKL,1,0,1
NET,8,0,1
TWL,225,20296,0.506666666666667
1978,57,0,0.87719298245614
1980,61,0,0.524590163934426
1981,42,0,0.30952380952381
1982,50,20292,0.32
1983,18,4,0.5
1984,6,0,0.5
Q1,51,0,0.568627450980392
Q2,79,0,0.582278481012658
Q3,59,20296,0.576271186440678
Q4,45,0,0.311111111111111
