margOLVE,n,landing,coverage
BDG,4,0,1
BRG,6,0,1
MNT,95,20334,0.947368421052632
MRO,77,0,1
OSF,63,0,1
HKL,1,0,1
NET,8,17170,0.5
TWL,236,3164,0.995762711864407
1978,57,17170,0.929824561403509
1980,61,0,1
1981,42,0,1
1982,50,3164,0.98
1983,18,0,1
1984,6,0,1
1985,11,0,1
Q1,55,0,1
Q2,86,17170,0.953488372093023
Q3,59,0,1
Q4,45,3164,0.977777777777778
