margOLVE,n,landing,coverage
BDG,4,0,0.25
BRG,6,0,1
MNT,95,20334,0.631578947368421
MRO,77,0,0.896103896103896
OSF,63,0,0.936507936507937
HKL,1,0,1
NET,8,17170,0.5
TWL,236,3164,0.805084745762712
1978,57,17170,0.421052631578947
1980,61,0,0.901639344262295
1981,42,0,0.880952380952381
1982,50,3164,0.94
1983,18,0,1
1984,6,0,0.5
1985,11,0,1
Q1,55,0,0.781818181818182
Q2,86,17170,0.848837209302326
Q3,59,0,0.779661016949153
Q4,45,3164,0.733333333333333
