margTIGR,n,landing,coverage
BRG,6,0,0.166666666666667
MNT,88,0,0.556818181818182
MRO,64,0,0.453125
OSF,52,4022,0.480769230769231
HKL,1,0,0
NET,8,0,0.75
TWL,201,4022,0.487562189054726
1978,57,0,0.526315789473684
1980,61,0,0.360655737704918
1981,42,4022,0.452380952380952
1982,50,0,0.66
Q1,43,0,0.232558139534884
Q2,73,0,0.657534246575342
Q3,54,0,0.666666666666667
Q4,40,4022,0.25
