"marginalBCAC","n","landing","coverage"
"BRG",6,172242,0.666666666666667
"MNT",88,4143365,0.704545454545455
"MRO",64,2733460,0.5625
"OSF",52,3117359,0.692307692307692
"HKL",1,0,1
"NET",8,145083,0.625
"TWL",201,10021343,0.656716417910448
"1978",57,1853861,0.754385964912281
"1980",61,4271945,0.60655737704918
"1981",42,2050399,0.5
"1982",50,1990221,0.74
"Q1",43,1875136,0.813953488372093
"Q2",73,3784254,0.575342465753425
"Q3",54,2761660,0.722222222222222
"Q4",40,1745376,0.55
