species,year,n,landing,coverage
ARRA,1978,124,5863246,0.991935483870968
ARRA,1979,102,8086821,0.990196078431373
ARRA,1980,271,18891334,0.981549815498155
ARRA,1981,237,16465988,0.983122362869198
ARRA,1982,249,11122887,0.943775100401606
BANK,1978,124,5863246,0.959677419354839
BANK,1979,102,8086821,0.892156862745098
BANK,1980,271,18891334,0.959409594095941
BANK,1981,237,16465988,0.907172995780591
BANK,1982,249,11122887,0.855421686746988
BCAC,1978,124,5863246,0.629032258064516
BCAC,1979,102,8086821,0.696078431372549
BCAC,1980,271,18891334,0.715867158671587
BCAC,1981,237,16465988,0.687763713080169
BCAC,1982,249,11122887,0.578313253012048
BLCK,1978,124,5863246,0.951612903225806
BLCK,1979,102,8086821,0.980392156862745
BLCK,1980,271,18891334,0.940959409594096
BLCK,1981,237,16465988,0.848101265822785
BLCK,1982,249,11122887,0.895582329317269
BLGL,1978,124,5863246,0.895161290322581
BLGL,1979,102,8086821,0.823529411764706
BLGL,1980,271,18891334,0.974169741697417
BLGL,1981,237,16465988,0.860759493670886
BLGL,1982,249,11122887,0.955823293172691
BLUR,1978,124,5863246,1
BLUR,1979,102,8086821,0.715686274509804
BLUR,1980,271,18891334,0.715867158671587
BLUR,1981,237,16465988,0.831223628691983
BLUR,1982,249,11122887,0.859437751004016
BRNZ,1978,124,5863246,0.104838709677419
BRNZ,1979,102,8086821,0.411764705882353
BRNZ,1980,271,18891334,0.284132841328413
BRNZ,1981,237,16465988,0.438818565400844
BRNZ,1982,249,11122887,0.385542168674699
BRWN,1978,124,5863246,0.919354838709677
BRWN,1979,102,8086821,1
BRWN,1980,271,18891334,0.981549815498155
BRWN,1981,237,16465988,0.945147679324895
BRWN,1982,249,11122887,0.666666666666667
CBZN,1978,124,5863246,0.354838709677419
CBZN,1979,102,8086821,0.627450980392157
CBZN,1980,271,18891334,0.380073800738007
CBZN,1981,237,16465988,0.409282700421941
CBZN,1982,249,11122887,0.51004016064257
CLPR,1978,124,5863246,0.709677419354839
CLPR,1979,102,8086821,0.568627450980392
CLPR,1980,271,18891334,0.690036900369004
CLPR,1981,237,16465988,0.793248945147679
CLPR,1982,249,11122887,0.726907630522088
CNRY,1978,124,5863246,0.604838709677419
CNRY,1979,102,8086821,0.764705882352941
CNRY,1980,271,18891334,0.782287822878229
CNRY,1981,237,16465988,0.79746835443038
CNRY,1982,249,11122887,0.78714859437751
COPP,1978,124,5863246,0.459677419354839
COPP,1979,102,8086821,0.813725490196078
COPP,1980,271,18891334,0.575645756457565
COPP,1981,237,16465988,0.670886075949367
COPP,1982,249,11122887,0.891566265060241
CWCD,1978,124,5863246,0.806451612903226
CWCD,1979,102,8086821,0.872549019607843
CWCD,1980,271,18891334,0.981549815498155
CWCD,1981,237,16465988,0.983122362869198
CWCD,1982,249,11122887,0.983935742971888
DBRK,1978,124,5863246,0.838709677419355
DBRK,1979,102,8086821,0.911764705882353
DBRK,1980,271,18891334,0.88929889298893
DBRK,1981,237,16465988,0.860759493670886
DBRK,1982,249,11122887,0.803212851405622
EGLS,1978,124,5863246,0.645161290322581
EGLS,1979,102,8086821,0.215686274509804
EGLS,1980,271,18891334,0.416974169741697
EGLS,1981,237,16465988,0.379746835443038
EGLS,1982,249,11122887,0.421686746987952
FLAG,1978,124,5863246,0.524193548387097
FLAG,1979,102,8086821,0.588235294117647
FLAG,1980,271,18891334,0.571955719557196
FLAG,1981,237,16465988,0.59915611814346
FLAG,1982,249,11122887,0.779116465863454
GBLC,1978,124,5863246,0.483870967741935
GBLC,1979,102,8086821,0.725490196078431
GBLC,1980,271,18891334,0.505535055350554
GBLC,1981,237,16465988,0.50210970464135
GBLC,1982,249,11122887,0.534136546184739
GRAS,1978,124,5863246,0.314516129032258
GRAS,1979,102,8086821,0.509803921568627
GRAS,1980,271,18891334,0.29520295202952
GRAS,1981,237,16465988,0.443037974683544
GRAS,1982,249,11122887,0.465863453815261
GSPT,1978,124,5863246,0.854838709677419
GSPT,1979,102,8086821,0.823529411764706
GSPT,1980,271,18891334,0.85239852398524
GSPT,1981,237,16465988,0.852320675105485
GSPT,1982,249,11122887,0.855421686746988
GSRK,1978,124,5863246,0.838709677419355
GSRK,1979,102,8086821,0.911764705882353
GSRK,1980,271,18891334,0.92619926199262
GSRK,1981,237,16465988,0.932489451476793
GSRK,1982,249,11122887,0.943775100401606
LCOD,1978,124,5863246,0.717741935483871
LCOD,1979,102,8086821,0.941176470588235
LCOD,1980,271,18891334,0.940959409594096
LCOD,1981,237,16465988,0.991561181434599
LCOD,1982,249,11122887,0.951807228915663
LSPN,1978,124,5863246,0.758064516129032
LSPN,1979,102,8086821,0.637254901960784
LSPN,1980,271,18891334,0.416974169741697
LSPN,1981,237,16465988,0.417721518987342
LSPN,1982,249,11122887,0.353413654618474
MXRF,1978,124,5863246,0.330645161290323
MXRF,1979,102,8086821,0.764705882352941
MXRF,1980,271,18891334,0.642066420664207
MXRF,1981,237,16465988,0.286919831223629
MXRF,1982,249,11122887,0.281124497991968
OLVE,1978,124,5863246,0.725806451612903
OLVE,1979,102,8086821,0.558823529411765
OLVE,1980,271,18891334,0.900369003690037
OLVE,1981,237,16465988,0.586497890295359
OLVE,1982,249,11122887,0.939759036144578
