margYTRK,n,landing,coverage
BDG,42,0,0.928571428571429
BRG,38,0,0.973684210526316
CRS,17,33246,0.941176470588235
ERK,133,11021,0.932330827067669
MNT,13,0,1
MRO,6,26877,0.833333333333333
OSF,22,0,1
TWL,271,71144,0.944649446494465
1981,37,0,1
1982,92,60123,0.902173913043478
1983,73,9525,0.945205479452055
1984,69,1496,0.971014492753623
Q1,73,9861,0.958904109589041
Q2,59,0,0.983050847457627
Q3,78,60123,0.871794871794872
Q4,61,1160,0.983606557377049
