margTIGR,n,landing,coverage
BDG,1,0,1
BRG,6,0,0.833333333333333
MNT,92,0,0.358695652173913
MRO,66,0,0.121212121212121
OSF,63,4022,0.317460317460317
HKL,1,0,0
NET,8,0,0
TWL,219,4022,0.305936073059361
1978,57,0,0.157894736842105
1980,61,0,0.327868852459016
1981,42,4022,0.261904761904762
1982,50,0,0.2
1983,18,0,0.944444444444444
Q1,45,0,0.422222222222222
Q2,79,0,0.126582278481013
Q3,59,0,0.389830508474576
Q4,45,4022,0.333333333333333
