margTIGR,n,landing,coverage
BDG,1,0,1
BRG,6,0,1
MNT,92,0,0.989130434782609
MRO,66,0,1
OSF,63,4022,0.984126984126984
HKL,1,0,1
NET,8,0,0.875
TWL,219,4022,0.995433789954338
1978,57,0,1
1980,61,0,1
1981,42,4022,0.976190476190476
1982,50,0,0.98
1983,18,0,1
Q1,45,0,0.977777777777778
Q2,79,0,1
Q3,59,0,1
Q4,45,4022,0.977777777777778
