species,mad
CLPR,0.000146842451851554
BCAC,0.000176674923253437
WDOW,0.000182106778650199
CNRY,0.000202099154745897
GSPT,0.000203381229798269
BANK,0.000205934377524627
SNOS,0.000211381598161702
GSRK,0.000215849915210601
BLGL,0.000219931165919057
STRK,0.000225949175178823
YTRK,0.000226864041829816
SBLY,0.000233056845313647
BLUR,0.000236753230031844
SPKL,0.000260453282872481
CWCD,0.000264847638409692
OLVE,0.000274734115738492
VRML,0.000322020806870436
ARRA,0.000357330217671398
RDBD,0.000385792481863259
TIGR,0.000386011236333553
BRWN,0.00038866069669066
DBRK,0.000393053300202444
FLAG,0.000401530704761409
KLPG,0.000413649052838342
GBLC,0.000416850447809404
PNKR,0.000423263395265934
