margFLAG,n,landing,coverage
BDG,4,0,0.75
BRG,6,0,0.5
MNT,95,4,0.8
MRO,77,0,0.350649350649351
OSF,63,20292,0.111111111111111
HKL,1,0,0
NET,8,0,0.875
TWL,236,20296,0.461864406779661
1978,57,0,0.508771929824561
1980,61,0,0.442622950819672
1981,42,0,0.452380952380952
1982,50,20292,0.58
1983,18,4,0.277777777777778
1984,6,0,0.5
1985,11,0,0.363636363636364
Q1,55,0,0.581818181818182
Q2,86,0,0.430232558139535
Q3,59,20296,0.457627118644068
Q4,45,0,0.444444444444444
