margDBRK,n,landing,coverage
BDG,33,0,0.272727272727273
BRG,26,0,0.192307692307692
CRS,7,0,0.714285714285714
ERK,99,0,0.191919191919192
MNT,12,0,0.25
MRO,3,0,1
OSF,22,0,0.727272727272727
TWL,202,0,0.297029702970297
1981,37,0,0.0810810810810811
1982,92,0,0.41304347826087
1983,73,0,0.26027397260274
Q1,51,0,0.392156862745098
Q2,35,0,0.4
Q3,59,0,0.203389830508475
Q4,57,0,0.245614035087719
