margREX,n,landing,coverage
BRG,6,0,1
MNT,88,311,0.727272727272727
MRO,64,0,0.671875
OSF,52,0,0.384615384615385
HKL,1,0,1
NET,8,0,1
TWL,201,311,0.616915422885572
1978,57,311,0.807017543859649
1980,61,0,0.655737704918033
1981,42,0,0.523809523809524
1982,50,0,0.5
Q1,43,311,0.465116279069767
Q2,73,0,0.616438356164384
Q3,54,0,0.851851851851852
Q4,40,0,0.55
