"marginalREX","n","landing","coverage"
"BRG",6,0,0.5
"MNT",88,311,0.306818181818182
"MRO",64,0,0.40625
"OSF",52,0,0.480769230769231
"HKL",1,0,1
"NET",8,0,0.125
"TWL",201,311,0.393034825870647
"1978",57,311,0.421052631578947
"1980",61,0,0.360655737704918
"1981",42,0,0.380952380952381
"1982",50,0,0.38
"Q1",43,311,0.465116279069767
"Q2",73,0,0.342465753424658
"Q3",54,0,0.537037037037037
"Q4",40,0,0.175
