margSLGR,n,landing,coverage
BDG,12,0,1
BRG,401,0,0.802992518703242
CRS,60,0,1
ERK,459,1894,0.93681917211329
MNT,163,0,0.94478527607362
MRO,164,0,1
OSF,36,0,1
HKL,124,0,0.975806451612903
NET,14,0,1
TWL,1157,1894,0.901469317199654
1978,124,0,0.483870967741935
1979,102,1894,0.823529411764706
1980,271,0,1
1981,237,0,1
1982,249,0,0.955823293172691
1983,312,0,0.923076923076923
Q1,228,1894,0.960526315789474
Q2,390,0,0.994871794871795
Q3,437,0,0.897025171624714
Q4,240,0,0.745833333333333
