"marginalFLAG","n","landing","coverage"
"BRG",6,0,1
"MNT",88,0,0.306818181818182
"MRO",64,0,0.46875
"OSF",52,20292,0.365384615384615
"HKL",1,0,0
"NET",8,0,0.125
"TWL",201,20292,0.402985074626866
"1978",57,0,0.263157894736842
"1980",61,0,0.524590163934426
"1981",42,0,0.666666666666667
"1982",50,20292,0.14
"Q1",43,0,0.465116279069767
"Q2",73,0,0.356164383561644
"Q3",54,20292,0.611111111111111
"Q4",40,0,0.075
