margBCAC,n,landing,coverage
BRG,6,172242,0.666666666666667
MNT,88,4143365,0.693181818181818
MRO,64,2733460,0.578125
OSF,52,3117359,0.673076923076923
HKL,1,0,1
NET,8,145083,0.625
TWL,201,10021343,0.651741293532338
1978,57,1853861,0.754385964912281
1980,61,4271945,0.590163934426229
1981,42,2050399,0.523809523809524
1982,50,1990221,0.72
Q1,43,1875136,0.837209302325581
Q2,73,3784254,0.575342465753425
Q3,54,2761660,0.685185185185185
Q4,40,1745376,0.55
