margYTRK,n,landing,coverage
BDG,27,0,0
BRG,12,0,0.166666666666667
CRS,3,33246,0
ERK,55,0,0.218181818181818
MNT,11,0,0
MRO,1,26877,0
OSF,20,0,0
TWL,129,60123,0.108527131782946
1981,37,0,0.0540540540540541
1982,92,60123,0.130434782608696
Q1,33,0,0
Q2,13,0,0
Q3,37,60123,0.324324324324324
Q4,46,0,0.0434782608695652
