margGSRK,n,landing,coverage
BDG,42,0,0.523809523809524
BRG,38,0,0.631578947368421
CRS,17,0,0.764705882352941
ERK,133,59,0.857142857142857
MNT,13,0,1
MRO,6,0,1
OSF,22,0,0.272727272727273
TWL,271,59,0.730627306273063
1981,37,0,0.432432432432432
1982,92,0,0.847826086956522
1983,73,59,0.643835616438356
1984,69,0,0.826086956521739
Q1,73,59,0.863013698630137
Q2,59,0,0.694915254237288
Q3,78,0,0.794871794871795
Q4,61,0,0.524590163934426
