margDBRK,n,landing,coverage
BRG,6,0,0.166666666666667
MNT,88,12714,0.159090909090909
MRO,64,0,0.640625
OSF,52,24474,0.307692307692308
HKL,1,0,0
NET,8,0,0
TWL,201,37188,0.358208955223881
1978,57,5723,0.175438596491228
1980,61,24474,0.426229508196721
1981,42,6991,0.619047619047619
1982,50,0,0.2
Q1,43,0,0.325581395348837
Q2,73,0,0.232876712328767
Q3,54,5723,0.351851851851852
Q4,40,31465,0.55
