"marginalREX","n","landing","coverage"
"BRG",6,0,0
"MNT",88,311,0.318181818181818
"MRO",64,0,0.5625
"OSF",52,0,0.0769230769230769
"HKL",1,0,1
"NET",8,0,0.875
"TWL",201,311,0.298507462686567
"1978",57,311,0.245614035087719
"1980",61,0,0.491803278688525
"1981",42,0,0.333333333333333
"1982",50,0,0.2
"Q1",43,311,0.674418604651163
"Q2",73,0,0.178082191780822
"Q3",54,0,0.37037037037037
"Q4",40,0,0.15
