margFLAG,n,landing,coverage
BRG,6,0,0.166666666666667
MNT,88,0,0.465909090909091
MRO,64,0,0.515625
OSF,52,20292,0.884615384615385
HKL,1,0,0
NET,8,0,0.75
TWL,201,20292,0.572139303482587
1978,57,0,0.754385964912281
1980,61,0,0.524590163934426
1981,42,0,0.857142857142857
1982,50,20292,0.2
Q1,43,0,0.395348837209302
Q2,73,0,0.589041095890411
Q3,54,20292,0.481481481481481
Q4,40,0,0.875
