margSTRK,n,landing,coverage
BRG,6,25251,0.833333333333333
MNT,88,1850,0.977272727272727
MRO,64,1439,0.96875
OSF,52,39177,0.846153846153846
HKL,1,0,0
NET,8,0,1
TWL,201,67717,0.940298507462687
1978,57,1241,0.982456140350877
1980,61,37899,0.918032786885246
1981,42,15416,0.928571428571429
1982,50,13161,0.92
Q1,43,0,0.976744186046512
Q2,73,24370,0.931506849315068
Q3,54,26690,0.944444444444444
Q4,40,16657,0.9
