margGSRK,n,landing,coverage
BDG,27,0,0.666666666666667
BRG,12,0,0.75
CRS,3,0,1
ERK,55,0,0.763636363636364
MNT,11,0,0
MRO,1,0,1
OSF,20,0,0.75
TWL,129,0,0.682170542635659
1981,37,0,0.864864864864865
1982,92,0,0.608695652173913
Q1,33,0,0.363636363636364
Q2,13,0,0.846153846153846
Q3,37,0,0.72972972972973
Q4,46,0,0.826086956521739
