margDBRK,n,landing,coverage
BDG,1,0,1
BRG,6,0,0.833333333333333
MNT,92,12714,0.5
MRO,66,4628,0.96969696969697
OSF,63,24474,0.666666666666667
HKL,1,0,1
NET,8,0,1
TWL,219,41816,0.680365296803653
1978,57,5723,0.543859649122807
1980,61,24474,0.836065573770492
1981,42,6991,0.976190476190476
1982,50,0,0.48
1983,18,4628,0.611111111111111
Q1,45,0,0.644444444444444
Q2,79,0,0.772151898734177
Q3,59,5723,0.508474576271186
Q4,45,36093,0.844444444444444
