margREX,n,landing,coverage
BRG,6,0,0.333333333333333
MNT,88,311,0.261363636363636
MRO,64,0,0.46875
OSF,52,0,0.903846153846154
HKL,1,0,0
NET,8,0,0.125
TWL,201,311,0.502487562189055
1978,57,311,0.368421052631579
1980,61,0,0.704918032786885
1981,42,0,0.30952380952381
1982,50,0,0.5
Q1,43,311,0.651162790697674
Q2,73,0,0.356164383561644
Q3,54,0,0.648148148148148
Q4,40,0,0.325
