margDBRK,n,landing,coverage
BRG,6,0,0.5
MNT,88,12714,0.977272727272727
MRO,64,0,0.40625
OSF,52,24474,0.5
HKL,1,0,0
NET,8,0,1
TWL,201,37188,0.661691542288557
1978,57,5723,0.824561403508772
1980,61,24474,0.557377049180328
1981,42,6991,0.69047619047619
1982,50,0,0.62
Q1,43,0,0.581395348837209
Q2,73,0,0.73972602739726
Q3,54,5723,0.759259259259259
Q4,40,31465,0.525
