margCLPR,n,landing,coverage
BDG,33,14473,0.939393939393939
BRG,26,0,1
CRS,7,0,1
ERK,99,506,0.97979797979798
MNT,12,2408,0.916666666666667
MRO,3,4807,1
OSF,22,44,0.954545454545455
TWL,202,22238,0.97029702970297
1981,37,0,1
1982,92,7712,0.967391304347826
1983,73,14526,0.958904109589041
Q1,51,14979,0.92156862745098
Q2,35,0,1
Q3,59,4798,1
Q4,57,2461,0.964912280701754
