margCLPR,n,landing,coverage
BDG,33,14473,0.939393939393939
BRG,26,0,1
CRS,7,0,1
ERK,99,506,0.96969696969697
MNT,12,2408,0.916666666666667
MRO,3,4807,0.333333333333333
OSF,22,44,0.954545454545455
TWL,202,22238,0.955445544554455
1981,37,0,1
1982,92,7712,0.956521739130435
1983,73,14526,0.931506849315068
Q1,51,14979,0.901960784313726
Q2,35,0,1
Q3,59,4798,0.983050847457627
Q4,57,2461,0.947368421052632
