margGBLC,n,landing,coverage
BRG,6,0,0
MNT,88,0,0.5
MRO,64,15254,0.84375
OSF,52,0,0.326923076923077
HKL,1,0,1
NET,8,0,1
TWL,201,15254,0.527363184079602
1978,57,0,0.789473684210526
1980,61,4068,0.540983606557377
1981,42,8019,0.642857142857143
1982,50,3167,0.2
Q1,43,3167,0.697674418604651
Q2,73,0,0.315068493150685
Q3,54,0,0.555555555555556
Q4,40,12087,0.8
