margDBRK,n,landing,coverage
BDG,27,0,0.0740740740740741
BRG,12,0,0.833333333333333
CRS,3,0,1
ERK,55,0,0.563636363636364
MNT,11,0,0.727272727272727
MRO,1,0,1
OSF,20,0,0.3
TWL,129,0,0.472868217054264
1981,37,0,0.297297297297297
1982,92,0,0.543478260869565
Q1,33,0,0.303030303030303
Q2,13,0,0.846153846153846
Q3,37,0,0.72972972972973
Q4,46,0,0.282608695652174
