margSHRP,n,landing,coverage
BDG,4,0,1
BRG,6,0,0
MNT,95,0,0.263157894736842
MRO,77,170,0.337662337662338
OSF,63,0,0.746031746031746
HKL,1,0,0
NET,8,0,0.75
TWL,236,170,0.406779661016949
1978,57,0,0.543859649122807
1980,61,0,0.540983606557377
1981,42,0,0.30952380952381
1982,50,0,0.32
1983,18,0,0.111111111111111
1984,6,0,0.5
1985,11,170,0.363636363636364
Q1,55,0,0.327272727272727
Q2,86,170,0.453488372093023
Q3,59,0,0.542372881355932
Q4,45,0,0.288888888888889
